College,Department,Prefix,Number,Title,Credits,Attributes
College of Education,Department of Teaching and Learning,LAE,6427,Children's Literature: Teaching Literature Appreciation,3,
College of Education,Department of Teaching and Learning,LAE,6467,World Literature for Teachers,3,
College of Education,Department of Teaching and Learning,LAE,6616,Trends in Language Arts Instruction,3,
College of Education,Department of Teaching and Learning,LAE,6637,Current Trends in Secondary English Education,3,
College of Education,Department of Teaching and Learning,LAE,6644,Current Teaching of the English Language and the Study of Traditional Grammar,3,
College of Education,Department of Teaching and Learning,LAE,6738,Teaching Reading in English Curriculum,3,
College of Education,Department of Teaching and Learning,LAE,6749,Composition and the Arts in Literacy Education,3,
College of Education,Department of Teaching and Learning,LAE,6793,Professional Leadership and Research in the Teaching of Writing,3,
College of Education,Department of Teaching and Learning,LAE,6906,Independent Study in English Education,1-6,
College of Education,Department of Teaching and Learning,LAE,6923,Teachers Writing: A Writing Workshop Approach to the Teaching of Writing,3,
College of Education,Department of Teaching and Learning,LAE,6947,Internship in Secondary Education for English,1-6,
College of Education,Department of Teaching and Learning,LAE,7718,Linguistic Foundations in Literacy,3,
College of Education,Department of Teaching and Learning,LAE,7735,Advanced Seminar in English Education,3-15,
College of Education,Department of Teaching and Learning,LAE,7739,The Education of English Teachers,3,
College of Education,Department of Teaching and Learning,LAE,7794,Survey of Research on Writing Development and Instruction,3,
College of Education,Department of Teaching and Learning,LAE,7795,Research and Theory in the Teaching of Writing,3,
College of Education,Department of Teaching and Learning,LAE,7868,Symbolic Processes of Multimedia Literacies,3,
College of Education,Department of Teaching and Learning,LAE,7910,Directed Research in English Education,1-19,
College of Education,Department of Teaching and Learning,LAE,7980,Dissertation,2-30,
College of Arts and Sciences,Department of History,LAH,2020,Latin American Civilization,3,
College of Arts and Sciences,Department of History,LAH,3130,Colonial Latin America,3,
College of Arts and Sciences,Department of History,LAH,3200,Modern Latin America,3," GCPC, SD05, SD10, SD16"
College of Arts and Sciences,Department of History,LAH,3430,History of Mexico,3,
College of Arts and Sciences,Department of History,LAH,3630,Modern Brazil,3,
College of Arts and Sciences,Department of History,LAH,3743,Spanish America in the Age of Revolution,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,LAS,3002,Latin America,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,LAS,3116,Latin America Through Film,3," GCPC, SD01, SD02, SD03, SD04, SD05, SD08, SD10, SD12, SD13, SD16, SD17"
College of Arts and Sciences,School of Interdisciplinary Global Studies,LAS,4934,Selected Topics: Latin American Studies,1-3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,LAS,4940,Internship in Latin American and the Caribbean,1-9,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,LAS,6220,Issues and Perspectives in Latin American Studies,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,LAS,6913,Independent Study and Research in Latin American,1-9,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,LAS,6936,Seminar in Latin American Studies I,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,LAS,6971,Thesis in Latin America and Caribbean,1-12,
College of Arts and Sciences,Department of World Languages,LAT,1120,Beginning Latin I,4,
College of Arts and Sciences,Department of World Languages,LAT,1121,Beginning Latin II,4,
College of Arts and Sciences,Department of World Languages,LAT,2220,Intermediate Latin,4,
Undergraduate Studies,Department of Undergraduate Studies,LDR,2010,Leadership Fundamentals,3," 6AC, GCPC, SD16, TGED"
Undergraduate Studies,Department of Undergraduate Studies,LDR,3003,Introduction to Leadership Studies,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3216,Leadership and Social Change,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3261,Leadership in the Great Outdoors,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3263,Community Leadership Practicum,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3280,Leadership in the Political Context,3,
College of Arts and Sciences,School of Public Affairs,LDR,3301,Leadership in Public and Community Service,3," CEL, GCPC, SD04, SD05, SD07, SD08, SD10, SD11, SD16, SD17, TGEE"
Undergraduate Studies,Department of Undergraduate Studies,LDR,3331,Leading in the Workplace,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3340,Community Leadership and Nonprofit Organizations,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3363,Team Dynamics and Leading Diverse Groups,3," CLB, TGEH"
Undergraduate Studies,Department of Undergraduate Studies,LDR,3365,From Conflict to Consensus Decision Making and Change,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3371,Language of Leadership: Communicating with Clarity and Impact,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3930,Selected Topics in  Leadership,0-3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,3950,Independent Study in Leadership,1-6,
Undergraduate Studies,Department of Undergraduate Studies,LDR,4104,Theories of Leadership,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,4114,Survey of Leadership Readings,3,
Undergraduate Studies,Department of Undergraduate Studies,LDR,4204,Ethics and Power in Leadership,3," 6AC, GCPC, SD10, SD16, TGEE, UGR"
Undergraduate Studies,Department of Undergraduate Studies,LDR,4230,Global Leadership,3," CLB, GCPC, SD01, SD02, SD03, SD04, SD05, SD06, SD07, SD08, SD09, SD10, SD11, SD12, SD13, SD14, SD15, SD16, SD17, TGEH"
College of Education,"Department of Language, Literacy, Ed.D., Exceptional Education, and Physical Education",LDR,4250,Outdoor Leadership Field Study,3," FST, SD15, TGEH"
Undergraduate Studies,Department of Undergraduate Studies,LDR,4951,Leadership Capstone Seminar,3," GCPC, SD10, SD16"
College of Arts and Sciences,Department of World Languages,LIN,2002,"Language, Culture & Film",3," 6AC, GCPC, TGED"
College of Arts and Sciences,Department of World Languages,LIN,3003,Language Matters,3," GCPC, SD04"
College of Arts and Sciences,Department of World Languages,LIN,3010,Introduction to Linguistics,3,
College of Arts and Sciences,Department of World Languages,LIN,4350,Sound Systems in American English,3," GCPC, SD04"
College of Arts and Sciences,Department of World Languages,LIN,4600,Sociolinguistics: Language and Society,3,
College of Arts and Sciences,Department of World Languages,LIN,4609,Language and Technology,3,
College of Arts and Sciences,Department of English,LIN,4671,Traditional English Grammar,3,
College of Arts and Sciences,Department of English,LIN,4680,Structure of American English,3,
College of Arts and Sciences,Department of World Languages,LIN,4701,Psycholinguistics,3,
College of Arts and Sciences,Department of World Languages,LIN,4721,Second Language Acquisition,3," GCPC, SD04"
College of Arts and Sciences,Department of World Languages,LIN,4903,Directed Reading,1-3,
College of Arts and Sciences,Department of World Languages,LIN,4930,Selected Topics,1-3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,5700,Applied Linguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6081,Introduction to Graduate Study in Linguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6601,Sociolinguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6675,The Grammatical Structure of American English,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6720,Second Language Acquisition,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6722,Writing Processes in Second Languages Acquisition,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6908,Independent Study,1-19,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6910,Directed Research,1-19,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,6932,Selected Topics,1-4,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7635,Professional Development,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7637,Research and Writing in Applied Linguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7638,Qualitative Research Methods in Applied Linguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7639,Quantitative Methods in Applied Linguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7885,Discourse Analysis,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7911,Directed Research - Linguistics and Applied Language Studies,1-19,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7931,Advanced Seminar in Applied Linguistics,3,
College of Arts and Sciences: School of Humanities,Department of World Languages,LIN,7980,Dissertation - Linguistics and Applied Language Studies,2-19,
College of Arts and Sciences,School of Information,LIS,2005,Information Literacy,3," 6AC, TGEI"
College of Arts and Sciences,School of Information,LIS,2780,Database Concepts,3,
College of Arts and Sciences,School of Information,LIS,2937,Selected Topics in Library/Information Science,1-3,
College of Arts and Sciences,School of Information,LIS,3261,Introduction to Information Science,3,
College of Arts and Sciences,School of Information,LIS,3352,Interaction Design,3,
College of Arts and Sciences,School of Information,LIS,3353,IT Concepts for Information Professionals,3,
